,part,trialId,charId,l,b,r,t,char
0,2,237,538,1025,703,1040,775,g
0,2,237,539,1040,703,1055,775,e
0,2,237,540,1055,703,1077,775,:
0,2,237,541,1077,703,1100,775,G
0,2,237,542,1100,703,1115,775,o
0,2,237,543,1115,703,1130,775,d
0,2,237,544,1130,703,1152,775,t
0,2,237,545,1152,703,1175,775,g
0,2,237,546,1175,703,1190,775,å
0,2,237,547,1190,703,1205,775,e
0,2,237,548,1205,703,1220,775,t
0,2,237,549,1220,703,1245,775,!
0,2,223,1,190,136,215,208,D
0,2,223,2,215,136,230,208,e
0,2,223,3,230,136,252,208,t
0,2,223,4,252,136,275,208,a
0,2,223,5,275,136,297,208,t
0,2,223,6,297,136,320,208,k
0,2,223,7,320,136,335,208,æ
0,2,223,8,335,136,350,208,m
0,2,223,9,350,136,365,208,p
0,2,223,10,365,136,387,208,e
0,2,223,11,387,136,410,208,f
0,2,223,12,410,136,425,208,o
0,2,223,13,425,136,447,208,r
0,2,223,14,447,136,470,208,n
0,2,223,15,470,136,485,208,o
0,2,223,16,485,136,500,208,g
0,2,223,17,500,136,515,208,e
0,2,223,18,515,136,530,208,t
0,2,223,19,530,136,552,208,","
0,2,223,20,552,136,575,208,d
0,2,223,21,575,136,590,208,e
0,2,223,22,590,136,612,208,t
0,2,223,23,612,136,635,208,a
0,2,223,24,635,136,657,208,t
0,2,223,25,657,136,680,208,a
0,2,223,26,680,136,695,208,r
0,2,223,27,695,136,710,208,b
0,2,223,28,710,136,725,208,e
0,2,223,29,725,136,740,208,j
0,2,223,30,740,136,755,208,d
0,2,223,31,755,136,777,208,e
0,2,223,32,777,136,800,208,f
0,2,223,33,800,136,815,208,a
0,2,223,34,815,136,830,208,g
0,2,223,35,830,136,845,208,l
0,2,223,36,845,136,860,208,i
0,2,223,37,860,136,875,208,g
0,2,223,38,875,136,897,208,t
0,2,223,39,897,136,920,208,m
0,2,223,40,920,136,935,208,e
0,2,223,41,935,136,957,208,d
0,2,223,42,957,136,980,208,s
0,2,223,43,980,136,995,208,v
0,2,223,44,995,136,1010,208,æ
0,2,223,45,1010,136,1025,208,r
0,2,223,46,1025,136,1047,208,t
0,2,223,47,1047,136,1070,208,s
0,2,223,48,1070,136,1085,208,t
0,2,223,49,1085,136,1100,208,o
0,2,223,50,1100,136,1122,208,f
0,2,223,51,1122,136,1152,208,i
0,2,223,52,1152,136,1175,208,e
0,2,223,53,1175,136,1197,208,t
0,2,223,54,1197,136,1220,208,f
0,2,223,55,1220,136,1235,208,a
0,2,223,56,1235,136,1257,208,g
0,2,223,57,1257,136,1280,208,e
0,2,223,58,1280,136,1302,208,r
0,2,223,59,1302,136,1325,208,(
0,2,223,60,1325,136,1340,208,e
0,2,223,61,1340,136,1355,208,l
0,2,223,62,1355,136,1370,208,l
0,2,223,63,1370,136,1385,208,e
0,2,223,64,1385,136,1407,208,r
0,2,223,65,1407,136,1430,208,b
0,2,223,66,1430,136,1445,208,ø
0,2,223,67,1445,136,1467,208,r
0,2,223,68,1467,136,1490,208,v
0,2,223,69,1490,136,1505,208,æ
0,2,223,70,1505,136,1520,208,r
0,2,223,71,1520,136,1535,208,e
0,2,223,72,1535,136,1557,208,)
0,2,223,73,1557,136,1580,208,s
0,2,223,74,1580,136,1595,208,j
0,2,223,75,1595,136,1610,208,o
0,2,223,76,1610,136,1625,208,v
0,2,223,77,1625,136,1647,208,t
0,2,223,78,1647,136,1670,208,o
0,2,223,79,1670,136,1695,208,g
0,2,223,80,190,208,215,307,s
0,2,223,81,215,208,230,307,t
0,2,223,82,230,208,245,307,i
0,2,223,83,245,208,260,307,m
0,2,223,84,260,208,275,307,u
0,2,223,85,275,208,290,307,l
0,2,223,86,290,208,305,307,e
0,2,223,87,305,208,320,307,r
0,2,223,88,320,208,335,307,e
0,2,223,89,335,208,350,307,n
0,2,223,90,350,208,365,307,d
0,2,223,91,365,208,387,307,e
0,2,223,92,387,208,410,307,o
0,2,223,93,410,208,432,307,g
0,2,223,94,432,208,455,307,b
0,2,223,95,455,208,470,307,ø
0,2,223,96,470,208,492,307,r
0,2,223,97,492,208,515,307,s
0,2,223,98,515,208,530,307,k
0,2,223,99,530,208,545,307,a
0,2,223,100,545,208,560,307,b
0,2,223,101,560,208,582,307,e
0,2,223,102,582,208,605,307,n
0,2,223,103,605,208,620,307,y
0,2,223,104,620,208,635,307,s
0,2,223,105,635,208,650,307,g
0,2,223,106,650,208,665,307,e
0,2,223,107,665,208,680,307,r
0,2,223,108,680,208,695,307,r
0,2,223,109,695,208,710,307,i
0,2,223,110,710,208,725,307,g
0,2,223,111,725,208,740,307,h
0,2,223,112,740,208,755,307,e
0,2,223,113,755,208,770,307,d
0,2,223,114,770,208,792,307,.
0,2,223,115,792,208,815,307,J
0,2,223,116,815,208,830,307,e
0,2,223,117,830,208,852,307,g
0,2,223,118,852,208,875,307,h
0,2,223,119,875,208,890,307,å
0,2,223,120,890,208,905,307,b
0,2,223,121,905,208,920,307,e
0,2,223,122,920,208,935,307,r
0,2,223,123,935,208,957,307,","
0,2,223,124,957,208,980,307,a
0,2,223,125,980,208,1002,307,t
0,2,223,126,1002,208,1032,307,I
0,2,223,127,1032,208,1055,307,v
0,2,223,128,1055,208,1070,307,i
0,2,223,129,1070,208,1092,307,l
0,2,223,130,1092,208,1115,307,h
0,2,223,131,1115,208,1130,307,u
0,2,223,132,1130,208,1145,307,s
0,2,223,133,1145,208,1160,307,k
0,2,223,134,1160,208,1182,307,e
0,2,223,135,1182,208,1205,307,j
0,2,223,136,1205,208,1220,307,e
0,2,223,137,1220,208,1235,307,r
0,2,223,138,1235,208,1250,307,e
0,2,223,139,1250,208,1272,307,s
0,2,223,140,1272,208,1295,307,t
0,2,223,141,1295,208,1310,307,i
0,2,223,142,1310,208,1332,307,d
0,2,223,143,1332,208,1355,307,h
0,2,223,144,1355,208,1370,307,e
0,2,223,145,1370,208,1392,307,r
0,2,223,146,1392,208,1415,307,p
0,2,223,147,1415,208,1437,307,å
0,2,223,148,1437,208,1460,307,G
0,2,223,149,1460,208,1475,307,r
0,2,223,150,1475,208,1490,307,i
0,2,223,151,1490,208,1505,307,b
0,2,223,152,1505,208,1520,307,s
0,2,223,153,1520,208,1535,307,k
0,2,223,154,1535,208,1550,307,o
0,2,223,155,1550,208,1575,307,v
0,2,223,156,190,307,215,406,G
0,2,223,157,215,307,230,406,y
0,2,223,158,230,307,245,406,m
0,2,223,159,245,307,260,406,n
0,2,223,160,260,307,275,406,a
0,2,223,161,275,307,290,406,s
0,2,223,162,290,307,305,406,i
0,2,223,163,305,307,320,406,u
0,2,223,164,320,307,342,406,m
0,2,223,165,342,307,365,406,s
0,2,223,166,365,307,380,406,o
0,2,223,167,380,307,402,406,m
0,2,223,168,402,307,425,406,n
0,2,223,169,425,307,440,406,o
0,2,223,170,440,307,455,406,g
0,2,223,171,455,307,470,406,l
0,2,223,172,470,307,492,406,e
0,2,223,173,492,307,515,406,h
0,2,223,174,515,307,530,406,å
0,2,223,175,530,307,545,406,r
0,2,223,176,545,307,560,406,d
0,2,223,177,560,307,575,406,e
0,2,223,178,575,307,597,406,","
0,2,223,179,597,307,620,406,m
0,2,223,180,620,307,635,406,e
0,2,223,181,635,307,657,406,n
0,2,223,182,657,307,680,406,g
0,2,223,183,680,307,695,406,o
0,2,223,184,695,307,710,406,d
0,2,223,185,710,307,732,406,e
0,2,223,186,732,307,755,406,o
0,2,223,187,755,307,777,406,g
0,2,223,188,777,307,800,406,s
0,2,223,189,800,307,815,406,j
0,2,223,190,815,307,830,406,o
0,2,223,191,830,307,845,406,v
0,2,223,192,845,307,867,406,e
0,2,223,193,867,307,890,406,å
0,2,223,194,890,307,905,406,r
0,2,223,195,905,307,927,406,.
0,2,223,196,927,307,950,406,J
0,2,223,197,950,307,965,406,e
0,2,223,198,965,307,987,406,g
0,2,223,199,987,307,1010,406,t
0,2,223,200,1010,307,1025,406,r
0,2,223,201,1025,307,1040,406,o
0,2,223,202,1040,307,1062,406,r
0,2,223,203,1062,307,1085,406,p
0,2,223,204,1085,307,1100,406,å
0,2,223,205,1100,307,1122,406,","
0,2,223,206,1122,307,1145,406,a
0,2,223,207,1145,307,1167,406,t
0,2,223,208,1167,307,1190,406,h
0,2,223,209,1190,307,1205,406,v
0,2,223,210,1205,307,1220,406,i
0,2,223,211,1220,307,1242,406,s
0,2,223,212,1242,307,1265,406,m
0,2,223,213,1265,307,1280,406,a
0,2,223,214,1280,307,1302,406,n
0,2,223,215,1302,307,1325,406,t
0,2,223,216,1325,307,1340,406,r
0,2,223,217,1340,307,1355,406,i
0,2,223,218,1355,307,1370,406,v
0,2,223,219,1370,307,1385,406,e
0,2,223,220,1385,307,1407,406,s
0,2,223,221,1407,307,1430,406,o
0,2,223,222,1430,307,1452,406,g
0,2,223,223,1452,307,1475,406,e
0,2,223,224,1475,307,1497,406,r
0,2,223,225,1497,307,1520,406,g
0,2,223,226,1520,307,1535,406,l
0,2,223,227,1535,307,1550,406,a
0,2,223,228,1550,307,1572,406,d
0,2,223,229,1572,307,1595,406,f
0,2,223,230,1595,307,1610,406,o
0,2,223,231,1610,307,1632,406,r
0,2,223,232,1632,307,1655,406,d
0,2,223,233,1655,307,1670,406,e
0,2,223,234,1670,307,1695,406,t
0,2,223,235,190,406,215,505,m
0,2,223,236,215,406,230,505,a
0,2,223,237,230,406,252,505,n
0,2,223,238,252,406,275,505,l
0,2,223,239,275,406,290,505,a
0,2,223,240,290,406,305,505,v
0,2,223,241,305,406,320,505,e
0,2,223,242,320,406,335,505,r
0,2,223,243,335,406,357,505,","
0,2,223,244,357,406,380,505,s
0,2,223,245,380,406,402,505,å
0,2,223,246,402,406,425,505,l
0,2,223,247,425,406,440,505,æ
0,2,223,248,440,406,455,505,r
0,2,223,249,455,406,470,505,e
0,2,223,250,470,406,492,505,r
0,2,223,251,492,406,515,505,m
0,2,223,252,515,406,530,505,a
0,2,223,253,530,406,552,505,n
0,2,223,254,552,406,575,505,m
0,2,223,255,575,406,590,505,e
0,2,223,256,590,406,605,505,r
0,2,223,257,605,406,627,505,e
0,2,223,258,627,406,657,505,–
0,2,223,259,657,406,680,505,d
0,2,223,260,680,406,695,505,e
0,2,223,261,695,406,717,505,t
0,2,223,262,717,406,740,505,e
0,2,223,263,740,406,755,505,n
0,2,223,264,755,406,777,505,e
0,2,223,265,777,406,800,505,u
0,2,223,266,800,406,815,505,d
0,2,223,267,815,406,830,505,e
0,2,223,268,830,406,845,505,l
0,2,223,269,845,406,860,505,u
0,2,223,270,860,406,875,505,k
0,2,223,271,875,406,890,505,k
0,2,223,272,890,406,905,505,e
0,2,223,273,905,406,927,505,r
0,2,223,274,927,406,950,505,i
0,2,223,275,950,406,965,505,k
0,2,223,276,965,406,980,505,k
0,2,223,277,980,406,1002,505,e
0,2,223,278,1002,406,1025,505,d
0,2,223,279,1025,406,1040,505,e
0,2,223,280,1040,406,1062,505,t
0,2,223,281,1062,406,1085,505,a
0,2,223,282,1085,406,1100,505,n
0,2,223,283,1100,406,1115,505,d
0,2,223,284,1115,406,1130,505,e
0,2,223,285,1130,406,1145,505,t
0,2,223,286,1145,406,1167,505,.
0,2,223,287,1167,406,1190,505,O
0,2,223,288,1190,406,1212,505,g
0,2,223,289,1212,406,1235,505,d
0,2,223,290,1235,406,1250,505,e
0,2,223,291,1250,406,1272,505,t
0,2,223,292,1272,406,1295,505,s
0,2,223,293,1295,406,1310,505,k
0,2,223,294,1310,406,1325,505,a
0,2,223,295,1325,406,1347,505,l
0,2,223,296,1347,406,1377,505,I
0,2,223,297,1377,406,1400,505,h
0,2,223,298,1400,406,1415,505,o
0,2,223,299,1415,406,1430,505,l
0,2,223,300,1430,406,1445,505,d
0,2,223,301,1445,406,1467,505,e
0,2,223,302,1467,406,1490,505,f
0,2,223,303,1490,406,1505,505,a
0,2,223,304,1505,406,1520,505,s
0,2,223,305,1520,406,1542,505,t
0,2,223,306,1542,406,1572,505,i
0,2,223,307,1572,406,1595,505,u
0,2,223,308,1595,406,1610,505,a
0,2,223,309,1610,406,1625,505,n
0,2,223,310,1625,406,1640,505,s
0,2,223,311,1640,406,1655,505,e
0,2,223,312,1655,406,1670,505,t
0,2,223,313,1670,406,1695,505,","
0,2,223,314,190,505,215,577,h
0,2,223,315,215,505,230,577,v
0,2,223,316,230,505,245,577,a
0,2,223,317,245,505,267,577,d
0,2,223,318,267,505,297,577,I
0,2,223,319,297,505,320,577,m
0,2,223,320,320,505,335,577,å
0,2,223,321,335,505,350,577,t
0,2,223,322,350,505,365,577,t
0,2,223,323,365,505,387,577,e
0,2,223,324,387,505,410,577,v
0,2,223,325,410,505,425,577,æ
0,2,223,326,425,505,440,577,l
0,2,223,327,440,505,455,577,g
0,2,223,328,455,505,477,577,e
0,2,223,329,477,505,500,577,a
0,2,223,330,500,505,522,577,t
0,2,223,331,522,505,545,577,l
0,2,223,332,545,505,560,577,a
0,2,223,333,560,505,575,577,v
0,2,223,334,575,505,597,577,e
0,2,223,335,597,505,620,577,f
0,2,223,336,620,505,635,577,r
0,2,223,337,635,505,650,577,e
0,2,223,338,650,505,665,577,m
0,2,223,339,665,505,680,577,o
0,2,223,340,680,505,695,577,v
0,2,223,341,695,505,710,577,e
0,2,223,342,710,505,725,577,r
0,2,223,343,725,505,750,577,.
0,2,209,1,190,136,215,208,V
0,2,209,2,215,136,237,208,i
0,2,209,3,237,136,260,208,e
0,2,209,4,260,136,282,208,r
0,2,209,5,282,136,305,208,h
0,2,209,6,305,136,320,208,e
0,2,209,7,320,136,342,208,r
0,2,209,8,342,136,365,208,f
0,2,209,9,365,136,380,208,o
0,2,209,10,380,136,402,208,r
0,2,209,11,402,136,425,208,a
0,2,209,12,425,136,447,208,t
0,2,209,13,447,136,470,208,h
0,2,209,14,470,136,485,208,j
0,2,209,15,485,136,500,208,æ
0,2,209,16,500,136,515,208,l
0,2,209,17,515,136,530,208,p
0,2,209,18,530,136,552,208,e
0,2,209,19,552,136,575,208,j
0,2,209,20,575,136,590,208,e
0,2,209,21,590,136,605,208,r
0,2,209,22,605,136,627,208,.
0,2,209,23,627,136,650,208,O
0,2,209,24,650,136,672,208,g
0,2,209,25,672,136,695,208,v
0,2,209,26,695,136,717,208,i
0,2,209,27,717,136,740,208,h
0,2,209,28,740,136,755,208,å
0,2,209,29,755,136,770,208,b
0,2,209,30,770,136,785,208,e
0,2,209,31,785,136,800,208,r
0,2,209,32,800,136,822,208,","
0,2,209,33,822,136,852,208,I
0,2,209,34,852,136,875,208,v
0,2,209,35,875,136,890,208,i
0,2,209,36,890,136,912,208,l
0,2,209,37,912,136,935,208,h
0,2,209,38,935,136,950,208,j
0,2,209,39,950,136,965,208,æ
0,2,209,40,965,136,980,208,l
0,2,209,41,980,136,995,208,p
0,2,209,42,995,136,1017,208,e
0,2,209,43,1017,136,1040,208,o
0,2,209,44,1040,136,1062,208,s
0,2,209,45,1062,136,1085,208,o
0,2,209,46,1085,136,1107,208,g
0,2,209,47,1107,136,1130,208,d
0,2,209,48,1130,136,1152,208,e
0,2,209,49,1152,136,1175,208,a
0,2,209,50,1175,136,1197,208,f
0,2,209,51,1197,136,1220,208,v
0,2,209,52,1220,136,1235,208,o
0,2,209,53,1235,136,1250,208,r
0,2,209,54,1250,136,1265,208,e
0,2,209,55,1265,136,1287,208,s
0,2,209,56,1287,136,1310,208,b
0,2,209,57,1310,136,1325,208,o
0,2,209,58,1325,136,1340,208,r
0,2,209,59,1340,136,1355,208,g
0,2,209,60,1355,136,1370,208,e
0,2,209,61,1370,136,1385,208,r
0,2,209,62,1385,136,1400,208,e
0,2,209,63,1400,136,1422,208,","
0,2,209,64,1422,136,1445,208,d
0,2,209,65,1445,136,1460,208,e
0,2,209,66,1460,136,1482,208,r
0,2,209,67,1482,136,1505,208,h
0,2,209,68,1505,136,1520,208,a
0,2,209,69,1520,136,1542,208,r
0,2,209,70,1542,136,1565,208,b
0,2,209,71,1565,136,1580,208,r
0,2,209,72,1580,136,1595,208,u
0,2,209,73,1595,136,1617,208,g
0,2,209,74,1617,136,1640,208,f
0,2,209,75,1640,136,1655,208,o
0,2,209,76,1655,136,1680,208,r
0,2,209,77,190,208,215,307,e
0,2,209,78,215,208,237,307,n
0,2,209,79,237,208,260,307,k
0,2,209,80,260,208,275,307,y
0,2,209,81,275,208,290,307,n
0,2,209,82,290,208,305,307,d
0,2,209,83,305,208,320,307,i
0,2,209,84,320,208,342,307,g
0,2,209,85,342,208,365,307,h
0,2,209,86,365,208,380,307,å
0,2,209,87,380,208,395,307,n
0,2,209,88,395,208,410,307,d
0,2,209,89,410,208,432,307,.
0,2,209,90,432,208,455,307,M
0,2,209,91,455,208,470,307,o
0,2,209,92,470,208,485,307,v
0,2,209,93,485,208,507,307,e
0,2,209,94,507,208,530,307,N
0,2,209,95,530,208,545,307,o
0,2,209,96,545,208,560,307,r
0,2,209,97,560,208,575,307,t
0,2,209,98,575,208,597,307,h
0,2,209,99,597,208,620,307,h
0,2,209,100,620,208,635,307,a
0,2,209,101,635,208,657,307,r
0,2,209,102,657,208,687,307,i
0,2,209,103,687,208,710,307,d
0,2,209,104,710,208,732,307,e
0,2,209,105,732,208,755,307,t
0,2,209,106,755,208,777,307,o
0,2,209,107,777,208,800,307,å
0,2,209,108,800,208,815,307,r
0,2,209,109,815,208,837,307,","
0,2,209,110,837,208,860,307,r
0,2,209,111,860,208,875,307,e
0,2,209,112,875,208,890,307,k
0,2,209,113,890,208,905,307,r
0,2,209,114,905,208,920,307,u
0,2,209,115,920,208,935,307,t
0,2,209,116,935,208,950,307,t
0,2,209,117,950,208,965,307,e
0,2,209,118,965,208,980,307,r
0,2,209,119,980,208,995,307,i
0,2,209,120,995,208,1010,307,n
0,2,209,121,1010,208,1025,307,g
0,2,209,122,1025,208,1040,307,s
0,2,209,123,1040,208,1055,307,i
0,2,209,124,1055,208,1070,307,n
0,2,209,125,1070,208,1085,307,d
0,2,209,126,1085,208,1100,307,s
0,2,209,127,1100,208,1115,307,a
0,2,209,128,1115,208,1130,307,t
0,2,209,129,1130,208,1145,307,s
0,2,209,130,1145,208,1160,307,e
0,2,209,131,1160,208,1182,307,n
0,2,209,132,1182,208,1205,307,h
0,2,209,133,1205,208,1220,307,a
0,2,209,134,1220,208,1242,307,r
0,2,209,135,1242,208,1265,307,e
0,2,209,136,1265,208,1280,307,k
0,2,209,137,1280,208,1295,307,s
0,2,209,138,1295,208,1310,307,i
0,2,209,139,1310,208,1325,307,s
0,2,209,140,1325,208,1340,307,t
0,2,209,141,1340,208,1355,307,e
0,2,209,142,1355,208,1370,307,r
0,2,209,143,1370,208,1385,307,e
0,2,209,144,1385,208,1400,307,t
0,2,209,145,1400,208,1422,307,","
0,2,209,146,1422,208,1445,307,s
0,2,209,147,1445,208,1460,307,k
0,2,209,148,1460,208,1475,307,a
0,2,209,149,1475,208,1490,307,f
0,2,209,150,1490,208,1505,307,f
0,2,209,151,1505,208,1520,307,e
0,2,209,152,1520,208,1542,307,t
0,2,209,153,1542,208,1565,307,5
0,2,209,154,1565,208,1587,307,0
0,2,209,155,1587,208,1610,307,n
0,2,209,156,1610,208,1625,307,y
0,2,209,157,1625,208,1650,307,e
0,2,209,158,190,307,215,406,s
0,2,209,159,215,307,230,406,p
0,2,209,160,230,307,245,406,e
0,2,209,161,245,307,260,406,c
0,2,209,162,260,307,275,406,i
0,2,209,163,275,307,290,406,a
0,2,209,164,290,307,305,406,l
0,2,209,165,305,307,320,406,i
0,2,209,166,320,307,335,406,s
0,2,209,167,335,307,350,406,t
0,2,209,168,350,307,365,406,e
0,2,209,169,365,307,387,406,r
0,2,209,170,387,307,410,406,t
0,2,209,171,410,307,425,406,i
0,2,209,172,425,307,447,406,l
0,2,209,173,447,307,470,406,v
0,2,209,174,470,307,485,406,o
0,2,209,175,485,307,500,406,r
0,2,209,176,500,307,515,406,e
0,2,209,177,515,307,537,406,s
0,2,209,178,537,307,560,406,v
0,2,209,179,560,307,575,406,i
0,2,209,180,575,307,590,406,r
0,2,209,181,590,307,605,406,k
0,2,209,182,605,307,620,406,s
0,2,209,183,620,307,635,406,o
0,2,209,184,635,307,650,406,m
0,2,209,185,650,307,665,406,h
0,2,209,186,665,307,680,406,e
0,2,209,187,680,307,695,406,d
0,2,209,188,695,307,710,406,e
0,2,209,189,710,307,725,406,r
0,2,209,190,725,307,747,406,.
0,2,209,191,747,307,770,406,T
0,2,209,192,770,307,785,406,a
0,2,209,193,785,307,807,406,g
0,2,209,194,807,307,830,406,f
0,2,209,195,830,307,845,406,a
0,2,209,196,845,307,867,406,t
0,2,209,197,867,307,897,406,i
0,2,209,198,897,307,920,406,M
0,2,209,199,920,307,935,406,o
0,2,209,200,935,307,950,406,v
0,2,209,201,950,307,972,406,e
0,2,209,202,972,307,995,406,N
0,2,209,203,995,307,1010,406,o
0,2,209,204,1010,307,1025,406,r
0,2,209,205,1025,307,1040,406,t
0,2,209,206,1040,307,1055,406,h
0,2,209,207,1055,307,1077,406,","
0,2,209,208,1077,307,1100,406,n
0,2,209,209,1100,307,1115,406,å
0,2,209,210,1115,307,1137,406,r
0,2,209,211,1137,307,1167,406,I
0,2,209,212,1167,307,1190,406,m
0,2,209,213,1190,307,1205,406,a
0,2,209,214,1205,307,1220,406,n
0,2,209,215,1220,307,1235,406,g
0,2,209,216,1235,307,1250,406,l
0,2,209,217,1250,307,1265,406,e
0,2,209,218,1265,307,1287,406,r
0,2,209,219,1287,307,1310,406,i
0,2,209,220,1310,307,1325,406,n
0,2,209,221,1325,307,1340,406,g
0,2,209,222,1340,307,1355,406,e
0,2,209,223,1355,307,1370,406,n
0,2,209,224,1370,307,1385,406,i
0,2,209,225,1385,307,1400,406,ø
0,2,209,226,1400,307,1415,406,r
0,2,209,227,1415,307,1430,406,e
0,2,209,228,1430,307,1445,406,r
0,2,209,229,1445,307,1467,406,","
0,2,209,230,1467,307,1490,406,m
0,2,209,231,1490,307,1505,406,a
0,2,209,232,1505,307,1520,406,s
0,2,209,233,1520,307,1535,406,k
0,2,209,234,1535,307,1550,406,i
0,2,209,235,1550,307,1565,406,n
0,2,209,236,1565,307,1580,406,m
0,2,209,237,1580,307,1595,406,e
0,2,209,238,1595,307,1610,406,s
0,2,209,239,1610,307,1625,406,t
0,2,209,240,1625,307,1640,406,r
0,2,209,241,1640,307,1662,406,e
0,2,209,242,1662,307,1685,406,o
0,2,209,243,1685,307,1710,406,g
0,2,209,244,190,406,215,505,a
0,2,209,245,215,406,230,505,n
0,2,209,246,230,406,245,505,d
0,2,209,247,245,406,260,505,r
0,2,209,248,260,406,282,505,e
0,2,209,249,282,406,305,505,t
0,2,209,250,305,406,320,505,e
0,2,209,251,320,406,335,505,k
0,2,209,252,335,406,350,505,n
0,2,209,253,350,406,365,505,i
0,2,209,254,365,406,380,505,s
0,2,209,255,380,406,402,505,k
0,2,209,256,402,406,425,505,k
0,2,209,257,425,406,440,505,y
0,2,209,258,440,406,455,505,n
0,2,209,259,455,406,470,505,d
0,2,209,260,470,406,485,505,i
0,2,209,261,485,406,500,505,g
0,2,209,262,500,406,515,505,e
0,2,209,263,515,406,537,505,.
0,2,209,264,537,406,560,505,A
0,2,209,265,560,406,575,505,r
0,2,209,266,575,406,590,505,b
0,2,209,267,590,406,605,505,e
0,2,209,268,605,406,620,505,j
0,2,209,269,620,406,635,505,d
0,2,209,270,635,406,650,505,s
0,2,209,271,650,406,665,505,m
0,2,209,272,665,406,680,505,a
0,2,209,273,680,406,695,505,r
0,2,209,274,695,406,710,505,k
0,2,209,275,710,406,725,505,e
0,2,209,276,725,406,740,505,d
0,2,209,277,740,406,755,505,s
0,2,209,278,755,406,770,505,c
0,2,209,279,770,406,785,505,e
0,2,209,280,785,406,800,505,n
0,2,209,281,800,406,815,505,t
0,2,209,282,815,406,830,505,e
0,2,209,283,830,406,845,505,r
0,2,209,284,845,406,860,505,e
0,2,209,285,860,406,882,505,t
0,2,209,286,882,406,905,505,k
0,2,209,287,905,406,920,505,a
0,2,209,288,920,406,942,505,n
0,2,209,289,942,406,965,505,h
0,2,209,290,965,406,980,505,j
0,2,209,291,980,406,995,505,æ
0,2,209,292,995,406,1010,505,l
0,2,209,293,1010,406,1025,505,p
0,2,209,294,1025,406,1047,505,e
0,2,209,295,1047,406,1070,505,j
0,2,209,296,1070,406,1085,505,e
0,2,209,297,1085,406,1107,505,r
0,2,209,298,1107,406,1130,505,m
0,2,209,299,1130,406,1145,505,e
0,2,209,300,1145,406,1167,505,d
0,2,209,301,1167,406,1190,505,a
0,2,209,302,1190,406,1212,505,t
0,2,209,303,1212,406,1235,505,s
0,2,209,304,1235,406,1250,505,k
0,2,209,305,1250,406,1265,505,a
0,2,209,306,1265,406,1280,505,f
0,2,209,307,1280,406,1295,505,f
0,2,209,308,1295,406,1317,505,e
0,2,209,309,1317,406,1340,505,r
0,2,209,310,1340,406,1355,505,e
0,2,209,311,1355,406,1370,505,s
0,2,209,312,1370,406,1385,505,t
0,2,209,313,1385,406,1400,505,e
0,2,209,314,1400,406,1415,505,n
0,2,209,315,1415,406,1437,505,.
0,2,209,316,1437,406,1460,505,T
0,2,209,317,1460,406,1475,505,a
0,2,209,318,1475,406,1497,505,g
0,2,209,319,1497,406,1520,505,f
0,2,209,320,1520,406,1535,505,a
0,2,209,321,1535,406,1557,505,t
0,2,209,322,1557,406,1580,505,h
0,2,209,323,1580,406,1595,505,e
0,2,209,324,1595,406,1610,505,r
0,2,209,325,1610,406,1632,505,","
0,2,209,326,1632,406,1655,505,n
0,2,209,327,1655,406,1670,505,å
0,2,209,328,1670,406,1695,505,r
0,2,209,329,190,505,222,577,I
0,2,209,330,222,505,245,577,m
0,2,209,331,245,505,260,577,a
0,2,209,332,260,505,275,577,n
0,2,209,333,275,505,290,577,g
0,2,209,334,290,505,305,577,l
0,2,209,335,305,505,320,577,e
0,2,209,336,320,505,342,577,r
0,2,209,337,342,505,365,577,r
0,2,209,338,365,505,380,577,å
0,2,209,339,380,505,395,577,s
0,2,209,340,395,505,410,577,t
0,2,209,341,410,505,425,577,y
0,2,209,342,425,505,440,577,r
0,2,209,343,440,505,455,577,k
0,2,209,344,455,505,470,577,e
0,2,209,345,470,505,485,577,n
0,2,209,346,485,505,507,577,.
0,2,209,347,507,505,530,577,N
0,2,209,348,530,505,545,577,å
0,2,209,349,545,505,567,577,r
0,2,209,350,567,505,597,577,I
0,2,209,351,597,505,620,577,m
0,2,209,352,620,505,635,577,a
0,2,209,353,635,505,650,577,n
0,2,209,354,650,505,665,577,g
0,2,209,355,665,505,680,577,l
0,2,209,356,680,505,695,577,e
0,2,209,357,695,505,717,577,r
0,2,209,358,717,505,740,577,d
0,2,209,359,740,505,755,577,e
0,2,209,360,755,505,770,577,m
0,2,209,361,770,505,792,577,","
0,2,209,362,792,505,815,577,d
0,2,209,363,815,505,830,577,e
0,2,209,364,830,505,852,577,r
0,2,209,365,852,505,875,577,k
0,2,209,366,875,505,890,577,a
0,2,209,367,890,505,912,577,n
0,2,209,368,912,505,935,577,l
0,2,209,369,935,505,950,577,ø
0,2,209,370,950,505,965,577,f
0,2,209,371,965,505,980,577,t
0,2,209,372,980,505,1002,577,e
0,2,209,373,1002,505,1025,577,k
0,2,209,374,1025,505,1040,577,a
0,2,209,375,1040,505,1055,577,b
0,2,209,376,1055,505,1070,577,e
0,2,209,377,1070,505,1085,577,l
0,2,209,378,1085,505,1100,577,t
0,2,209,379,1100,505,1115,577,r
0,2,209,380,1115,505,1130,577,o
0,2,209,381,1130,505,1145,577,m
0,2,209,382,1145,505,1160,577,l
0,2,209,383,1160,505,1175,577,e
0,2,209,384,1175,505,1190,577,r
0,2,209,385,1190,505,1205,577,n
0,2,209,386,1205,505,1220,577,e
